indicator_label,cluster
Coverage of unemployment benefits and ALMP in 4th quintile (% of population),11
Coverage of unemployment benefits and ALMP in poorest quintile (% of population),11
Coverage of unemployment benefits and ALMP in richest quintile (% of population),11
"Energy imports, net (% of energy use)",11
Energy use (kg of oil equivalent per capita),11
Export unit value index (2015 = 100),11
Export value index (2015 = 100),11
Export volume index (2015 = 100),11
Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,11
Fertilizer consumption (kilograms per hectare of arable land),11
Forest area (% of land area),11
Forest area (sq. km),11
Fossil fuel energy consumption (% of total),11
Gini index,11
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",11
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",11
"Gross intake ratio in first grade of primary education, total (% of relevant age group)",11
Import unit value index (2015 = 100),11
Import value index (2015 = 100),11
Import volume index (2015 = 100),11
Income share held by fourth 20%,11
Income share held by highest 10%,11
Income share held by highest 20%,11
Income share held by lowest 10%,11
Income share held by lowest 20%,11
Income share held by second 20%,11
Income share held by third 20%,11
Internally displaced people (IDP) by country or territory of asylum / origin,11
International migrant stock (% of population),11
"International migrant stock, total",11
"International tourism, expenditures (% of total imports)",11
"International tourism, expenditures (current US$)",11
"International tourism, expenditures for passenger transport items (current US$)",11
"International tourism, expenditures for travel items (current US$)",11
"International tourism, number of arrivals",11
"International tourism, number of departures",11
"International tourism, receipts (% of total exports)",11
"International tourism, receipts (current US$)",11
"International tourism, receipts for passenger transport items (current US$)",11
"International tourism, receipts for travel items (current US$)",11
Land area (sq. km),11
Land area where elevation is below 5 meters (% of total land area),11
"Lead time to export, median case (days)",11
"Lead time to import, median case (days)",11
"Life expectancy at birth, female (years)",11
"Life expectancy at birth, male (years)",11
"Life expectancy at birth, total (years)",11
"Listed domestic companies, total",11
"Lower secondary completion rate, female (% of relevant age group)",11
"Lower secondary completion rate, male (% of relevant age group)",11
"Lower secondary completion rate, total (% of relevant age group)",11
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,11
Management practices index,11
Marine protected areas (% of territorial waters),11
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",11
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",11
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",11
Multidimensional poverty headcount ratio (UNDP) (% of population),11
Multidimensional poverty headcount ratio (World Bank) (% of population),11
Net barter terms of trade index (2015 = 100),11
Net intake rate in grade 1 (% of official school-age population),11
"Net intake rate in grade 1, female (% of official school-age population)",11
"Net intake rate in grade 1, male (% of official school-age population)",11
Newborns protected against tetanus (%),11
Other people in need of international protection by country or territory of asylum,11
Other people in need of international protection by country or territory of origin,11
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",11
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",11
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",11
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",11
People practicing open defecation (% of population),11
"People practicing open defecation, rural (% of rural population)",11
"People practicing open defecation, urban (% of urban population)",11
People using at least basic drinking water services (% of population),11
"People using at least basic drinking water services, rural (% of rural population)",11
"People using at least basic drinking water services, urban (% of urban population)",11
People using at least basic sanitation services (% of population),11
"People using at least basic sanitation services, rural (% of rural population)",11
"People using at least basic sanitation services, urban (% of urban population)",11
People using safely managed drinking water services (% of population),11
"People using safely managed drinking water services, rural (% of rural population)",11
"People using safely managed drinking water services, urban (% of urban population)",11
People using safely managed sanitation services (% of population),11
"People using safely managed sanitation services, rural (% of rural population)",11
"People using safely managed sanitation services, urban (% of urban population)",11
People with basic handwashing facilities including soap and water (% of population),11
"People with basic handwashing facilities including soap and water, rural (% of rural population)",11
"People with basic handwashing facilities including soap and water, urban (% of urban population)",11
Permanent cropland (% of land area),11
"Persistence to grade 5, female (% of cohort)",11
"Persistence to grade 5, male (% of cohort)",11
"Persistence to grade 5, total (% of cohort)",11
"Persistence to last grade of primary, female (% of cohort)",11
"Persistence to last grade of primary, male (% of cohort)",11
"Persistence to last grade of primary, total (% of cohort)",11
Population density (people per sq. km of land area),11
Population growth (annual %),11
Population in the largest city (% of urban population),11
Population in urban agglomerations of more than 1 million,11
Population in urban agglomerations of more than 1 million (% of total population),11
Population living in areas where elevation is below 5 meters (% of total population),11
Population living in slums (% of urban population),11
"Population, total",11
Poverty gap at $2.15 a day (2017 PPP) (%),11
Poverty gap at $4.20 a day (2021 PPP) (%),11
Poverty gap at $6.85 a day (2017 PPP) (%),11
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),11
Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),11
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),11
Poverty headcount ratio at national poverty lines (% of population),11
Poverty headcount ratio at societal poverty line (% of population),11
"Primary completion rate, female (% of relevant age group)",11
"Primary completion rate, male (% of relevant age group)",11
"Primary completion rate, total (% of relevant age group)",11
Proportion of seats held by women in national parliaments (%),11
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",11
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",11
Prosperity gap (average shortfall from a prosperity standard of $25/day),11
"Pupil-teacher ratio, lower secondary",11
"Pupil-teacher ratio, preprimary",11
"Pupil-teacher ratio, primary",11
"Pupil-teacher ratio, secondary",11
"Pupil-teacher ratio, tertiary",11
"Pupil-teacher ratio, upper secondary",11
Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,11
Rail lines (total route-km),11
"Railways, passengers carried (million passenger-km)",11
Refugees under the mandate of the UNHCR by country or territory of asylum,11
Refugees under the mandate of the UNHCR by country or territory of origin,11
Refugees under the mandate of the UNRWA by country or territory of asylum,11
Refugees under the mandate of the UNRWA by country or territory of origin,11
Renewable energy consumption (% of total final energy consumption),11
"Repeaters, primary, total (% of total enrollment)",11
Rural land area (sq. km),11
Rural land area where elevation is below 5 meters (% of total land area),11
Rural land area where elevation is below 5 meters (sq. km),11
Rural population,11
Rural population (% of total population),11
Rural population growth (annual %),11
Rural population living in areas where elevation is below 5 meters (% of total population),11
Sex ratio at birth (male births per female births),11
"Share of youth not in education, employment or training, female (% of female youth population)",11
"Share of youth not in education, employment or training, male (% of male youth population)",11
"Share of youth not in education, employment or training, total (% of youth population)",11
Social contributions (% of revenue),11
"Stocks traded, turnover ratio of domestic shares (%)",11
Surface area (sq. km),11
"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",11
"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",11
"Survival to age 65, female (% of cohort)",11
"Survival to age 65, male (% of cohort)",11
"Taxes on income, profits and capital gains (% of total taxes)",11
Terrestrial and marine protected areas (% of total territorial area),11
Terrestrial protected areas (% of total land area),11
Time required to obtain an operating license (days),11
Time spent dealing with the requirements of government regulations (% of senior management time),11
Time to obtain an electrical connection (days),11
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",11
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",11
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",11
Total reserves in months of imports,11
UHC service coverage index,11
UHC service coverage sub-index on infectious diseases,11
UHC service coverage sub-index on non-communicable diseases,11
"UHC service coverage sub-index on reproductive, maternal, newborn and child health",11
UHC service coverage sub-index on service capacity and access,11
Urban land area (sq. km),11
Urban land area where elevation is below 5 meters (% of total land area),11
Urban land area where elevation is below 5 meters (sq. km),11
Urban population,11
Urban population (% of total population),11
Urban population growth (annual %),11
Urban population living in areas where elevation is below 5 meters (% of total population),11
Women who believe a husband is justified in beating his wife (any of five reasons) (%),11
Women who believe a husband is justified in beating his wife when she argues with him (%),11
Women who believe a husband is justified in beating his wife when she burns the food (%),11
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),11
Women who believe a husband is justified in beating his wife when she neglects the children (%),11
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),11
"Charges for the use of intellectual property, payments (BoP, current US$)",12
"Charges for the use of intellectual property, receipts (BoP, current US$)",12
Commercial service exports (current US$),12
Commercial service imports (current US$),12
"Communications, computer, etc. (% of service exports, BoP)",12
"Communications, computer, etc. (% of service imports, BoP)",12
"Current account balance (BoP, current US$)",12
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",12
"Debt service on external debt, total (TDS, current US$)",12
External debt stocks (% of GNI),12
"External debt stocks, long-term (DOD, current US$)",12
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",12
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",12
"External debt stocks, short-term (DOD, current US$)",12
"External debt stocks, total (DOD, current US$)",12
"Foreign direct investment, net (BoP, current US$)",12
"Foreign direct investment, net inflows (BoP, current US$)",12
"Foreign direct investment, net outflows (BoP, current US$)",12
"Goods exports (BoP, current US$)",12
"Goods imports (BoP, current US$)",12
"Grants, excluding technical cooperation (BoP, current US$)",12
"IBRD loans and IDA credits (DOD, current US$)",12
"ICT service exports (% of service exports, BoP)",12
"ICT service exports (BoP, current US$)",12
"IMF repurchases and charges (TDS, current US$)",12
"Insurance and financial services (% of service exports, BoP)",12
"Insurance and financial services (% of service imports, BoP)",12
Multilateral debt service (% of public and publicly guaranteed debt service),12
"Multilateral debt service (TDS, current US$)",12
"Net capital account (BoP, current US$)",12
"Net errors and omissions (BoP, current US$)",12
"Net financial account (BoP, current US$)",12
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",12
"Net primary income (BoP, current US$)",12
"Net secondary income (BoP, current US$)",12
"Net trade in goods (BoP, current US$)",12
"PPG, IBRD (DOD, current US$)",12
"PPG, IDA (DOD, current US$)",12
"Personal remittances, paid (current US$)",12
"Personal transfers, receipts (BoP, current US$)",12
"Portfolio Investment, net (BoP, current US$)",12
"Portfolio equity, net inflows (BoP, current US$)",12
Present value of external debt (% of GNI),12
Present value of external debt (current US$),12
"Primary income payments (BoP, current US$)",12
"Primary income receipts (BoP, current US$)",12
Public and publicly guaranteed debt service (% of GNI),12
"Reserves and related items (BoP, current US$)",12
Scientific and technical journal articles,12
"Secondary income receipts (BoP, current US$)",12
"Secondary income, other sectors, payments (BoP, current US$)",12
"Service exports (BoP, current US$)",12
"Service imports (BoP, current US$)",12
Short-term debt (% of total external debt),12
Short-term debt (% of total reserves),12
"Stocks traded, total value (current US$)",12
"Technical cooperation grants (BoP, current US$)",12
Total debt service (% of GNI),12
Total reserves (% of total external debt),12
"Total reserves (includes gold, current US$)",12
Total reserves minus gold (current US$),12
"Transport services (% of service exports, BoP)",12
"Transport services (% of service imports, BoP)",12
"Travel services (% of service exports, BoP)",12
"Travel services (% of service imports, BoP)",12
"Use of IMF credit (DOD, current US$)",12
Net official aid received (constant 2021 US$),13
Net official aid received (current US$),13
Net official development assistance and official aid received (constant 2021 US$),13
Net official development assistance and official aid received (current US$),13
Net official development assistance received (constant 2021 US$),13
Net official development assistance received (current US$),13
"Net official flows from UN agencies, CERF (current US$)",13
"Net official flows from UN agencies, FAO (current US$)",13
"Net official flows from UN agencies, IAEA (current US$)",13
"Net official flows from UN agencies, IFAD (current US$)",13
"Net official flows from UN agencies, ILO (current US$)",13
"Net official flows from UN agencies, SDGFUND (current US$)",13
"Net official flows from UN agencies, SPRP (current US$)",13
"Net official flows from UN agencies, UNAIDS (current US$)",13
"Net official flows from UN agencies, UNCDF (current US$)",13
"Net official flows from UN agencies, UNCOVID (current US$)",13
"Net official flows from UN agencies, UNCTAD (current US$)",13
"Net official flows from UN agencies, UNDP (current US$)",13
"Net official flows from UN agencies, UNECE (current US$)",13
"Net official flows from UN agencies, UNEP (current US$)",13
"Net official flows from UN agencies, UNFPA (current US$)",13
"Net official flows from UN agencies, UNHCR (current US$)",13
"Net official flows from UN agencies, UNICEF (current US$)",13
"Net official flows from UN agencies, UNIDIR (current US$)",13
"Net official flows from UN agencies, UNIDO (current US$)",13
"Net official flows from UN agencies, UNPBF (current US$)",13
"Net official flows from UN agencies, UNRWA (current US$)",13
"Net official flows from UN agencies, UNTA (current US$)",13
"Net official flows from UN agencies, UNWOMEN (current US$)",13
"Net official flows from UN agencies, UNWTO (current US$)",13
"Net official flows from UN agencies, WFP (current US$)",13
"Net official flows from UN agencies, WHO (current US$)",13
"Net official flows from UN agencies, WTO-ITC (current US$)",13
Adolescents out of school (% of lower secondary school age),14
"Adolescents out of school, female (% of female lower secondary school age)",14
"Adolescents out of school, male (% of male lower secondary school age)",14
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",14
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",14
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",14
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",14
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",14
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",14
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",14
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",14
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",14
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",14
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",14
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",14
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",14
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",14
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",14
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",14
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",14
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",14
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",14
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",14
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",14
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",14
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",14
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",14
Lower secondary school starting age (years),14
"Over-age students, primary (% of enrollment)",14
"Over-age students, primary, female (% of female enrollment)",14
"Over-age students, primary, male (% of male enrollment)",14
Primary school starting age (years),14
Progression to secondary school (%),14
"Progression to secondary school, female (%)",14
"Progression to secondary school, male (%)",14
"Repeaters, primary, female (% of female enrollment)",14
"Repeaters, primary, male (% of male enrollment)",14
"School enrollment, preprimary (% gross)",14
"School enrollment, preprimary, female (% gross)",14
"School enrollment, preprimary, male (% gross)",14
"School enrollment, primary (% gross)",14
"School enrollment, primary (% net)",14
"School enrollment, primary (gross), gender parity index (GPI)",14
"School enrollment, primary and secondary (gross), gender parity index (GPI)",14
"School enrollment, primary, female (% gross)",14
"School enrollment, primary, female (% net)",14
"School enrollment, primary, male (% gross)",14
"School enrollment, primary, male (% net)",14
"School enrollment, primary, private (% of total primary)",14
"School enrollment, secondary (% gross)",14
"School enrollment, secondary (% net)",14
"School enrollment, secondary (gross), gender parity index (GPI)",14
"School enrollment, secondary, female (% gross)",14
"School enrollment, secondary, female (% net)",14
"School enrollment, secondary, male (% gross)",14
"School enrollment, secondary, male (% net)",14
"School enrollment, secondary, private (% of total secondary)",14
"School enrollment, tertiary (% gross)",14
"School enrollment, tertiary (gross), gender parity index (GPI)",14
"School enrollment, tertiary, female (% gross)",14
"School enrollment, tertiary, male (% gross)",14
